"subj_idx","trialNum","rt","intervalType","blockType","Switch","scaledRunningTime","Age","Age_2","Age_Years","response","congruency","SinceSwitch"
"5513256cfdf99b1607b1f47b",8,0.778,"Accuracy","Mixed","Switch",1.59940511685517,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",9,0.561,"Accuracy","Mixed","Switch",2.04636355744447,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",1,1.074,"Accuracy","Mixed","Repeat",-1.43278181375742,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",1
"5513256cfdf99b1607b1f47b",2,0.779,"Accuracy","Mixed","Repeat",-0.965823287305183,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",1
"5513256cfdf99b1607b1f47b",3,0.817,"Accuracy","Mixed","Repeat",-0.518430062240606,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",1
"5513256cfdf99b1607b1f47b",4,0.757,"Accuracy","Mixed","Repeat",-0.0545150271153348,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",1
"5513256cfdf99b1607b1f47b",5,0.593,"Accuracy","Mixed","Repeat",0.383312939493051,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",1
"5513256cfdf99b1607b1f47b",6,0.566,"Accuracy","Mixed","Repeat",0.749836252155285,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",1
"5513256cfdf99b1607b1f47b",7,0.689,"Accuracy","Mixed","Repeat",1.10462038398492,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",1
"5513256cfdf99b1607b1f47b",8,0.776,"Accuracy","Mixed","Repeat",1.51288300627417,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",1
"5513256cfdf99b1607b1f47b",1,0.301,"Speed","Mixed","Switch",-1.43278181375742,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",2,0.303,"Speed","Mixed","Switch",-1.30191168669772,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",4,0.285,"Speed","Mixed","Switch",-0.831474884443225,-0.00244609044683658,9.03918250464642e-05,32,-1,"incongruent",0
"5513256cfdf99b1607b1f47b",6,0.279,"Speed","Mixed","Switch",-0.333646660246004,-0.00244609044683658,9.03918250464642e-05,32,-1,"incongruent",0
"5513256cfdf99b1607b1f47b",7,0.263,"Speed","Mixed","Switch",-0.103645672822135,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
